CT20-AR-05	1221585936095555584	0
CT20-AR-05	1221587916750753793	0
CT20-AR-05	1221602993918894081	0
CT20-AR-05	1221653116036304896	0
CT20-AR-05	1221663019345874944	1
CT20-AR-05	1221688210834759680	0
CT20-AR-05	1221689818771591168	0
CT20-AR-05	1221691106322276352	0
CT20-AR-05	1221694569399623681	0
CT20-AR-05	1221698474854551552	1
CT20-AR-05	1221699215518326784	1
CT20-AR-05	1221699806017572864	0
CT20-AR-05	1221702046891544576	1
CT20-AR-05	1221702177179172864	1
CT20-AR-05	1221703871585755137	0
CT20-AR-05	1221704705698680832	0
CT20-AR-05	1221706879392473088	1
CT20-AR-05	1221707171924193280	0
CT20-AR-05	1221707894359494656	0
CT20-AR-05	1221709346893180928	1
CT20-AR-05	1221712917244137473	0
CT20-AR-05	1221713316118253570	1
CT20-AR-05	1221714218560499712	0
CT20-AR-05	1221715747610726400	0
CT20-AR-05	1221715860030660609	0
CT20-AR-05	1221716043099508736	0
CT20-AR-05	1221716777387855872	0
CT20-AR-05	1221717211116658689	0
CT20-AR-05	1221717647840239619	1
CT20-AR-05	1221718420347068417	0
CT20-AR-05	1221718463443537920	0
CT20-AR-05	1221718593068507136	0
CT20-AR-05	1221718927195222017	0
CT20-AR-05	1221720495378313216	0
CT20-AR-05	1221722071350304769	0
CT20-AR-05	1221722599346057216	1
CT20-AR-05	1221723209382363136	1
CT20-AR-05	1221723422503395330	1
CT20-AR-05	1221723465633484801	1
CT20-AR-05	1221724507926355968	1
CT20-AR-05	1221725400759459851	1
CT20-AR-05	1221726377654792192	1
CT20-AR-05	1221727628022964226	1
CT20-AR-05	1221727710352957441	0
CT20-AR-05	1221728840126468096	0
CT20-AR-05	1221729007214964737	0
CT20-AR-05	1221729737564917763	0
CT20-AR-05	1221730070869499904	0
CT20-AR-05	1221730314126491648	0
CT20-AR-05	1221730560168644608	1
CT20-AR-05	1221730735083741186	0
CT20-AR-05	1221730991854714880	1
CT20-AR-05	1221732075499327488	1
CT20-AR-05	1221732133280108544	0
CT20-AR-05	1221732954466111499	0
CT20-AR-05	1221733225967628288	0
CT20-AR-05	1221734708880510978	0
CT20-AR-05	1221735124817018882	0
CT20-AR-05	1221736209367601155	0
CT20-AR-05	1221736390465085441	0
CT20-AR-05	1221737456866861056	1
CT20-AR-05	1221737528312639489	0
CT20-AR-05	1221737542984327174	0
CT20-AR-05	1221737798396456960	1
CT20-AR-05	1221738583561854976	0
CT20-AR-05	1221739839076425728	0
CT20-AR-05	1221739843975335937	0
CT20-AR-05	1221739974820757504	0
